,0,1,2
296,8311,5540,4207
297,27682,55476,31679
298,27108,7292,9935
299,14488,2013,6256
300,86030,47343,17657
301,1751,934,1329
302,13534,2655,4425
303,52149,13317,15801
304,71421,12654,6834
305,31254,7338,8374
306,8593,956,7098
307,2135,1053,2616
308,50929,5855,9001
309,1627,556,1665
310,4099,7023,15806
311,12830,4321,8233
312,77257,12572,7209
313,8545,3461,8786
314,11480,3467,9122
315,4360,5364,6417
316,8696,13122,26651
317,3252,1235,345
318,11742,2160,5129
319,28491,2777,7129
320,5117,2912,10587
321,9047,6902,15339
322,20377,3875,2242
323,3280,3194,5413
324,7715,6297,6845
325,17866,9303,19116
326,3201,1231,2874
327,10103,8837,2209
328,18656,6225,8805
329,16583,20721,4499
330,21221,17706,9049
331,4215,1831,2285
332,6743,2329,7659
333,6933,2889,1055
334,41009,2969,9692
335,3930,5161,6188
336,5068,1760,860
337,37525,6644,38692
338,2825,874,504
339,3494,2440,2058
340,1383,2600,5200
341,1266,2525,10743
342,3256,6646,8681
343,12283,6709,7046
344,2873,3011,9294
345,3515,750,1198
346,8799,4201,18435
347,7991,6464,17370
348,11377,4775,18733
349,21696,47411,48778
350,27895,33094,6024
351,3301,13142,3842
352,41729,6872,9037
353,17679,11822,18823
354,1187,1576,375
355,7525,6832,3856
356,13152,545,2949
357,29549,8448,17935
358,10983,1500,12782
359,4248,2308,11384
360,4300,2097,2340
361,14390,2454,3736
362,83043,3625,16185
363,70360,5356,21045
364,120664,11713,22171
365,81662,5552,22267
366,684,1403,1504
367,560,940,1337
368,802,569,2669
369,1134,935,2727
370,6330,10105,13048
371,15662,2981,4886
372,22027,2215,7194
373,3597,4032,5730
374,704,906,649
375,4495,2262,5363
376,7499,1887,11247
377,4379,5902,4577
378,25566,19384,26815
379,25468,19308,21268
380,6398,1059,2575
381,4201,3512,1919
382,8236,5499,3901
383,5917,13183,9306
384,1211,2437,991
385,21408,1286,8000
386,4421,305,1835
387,7211,7284,12312
388,46209,8153,7016
389,1667,1908,3616
390,22098,7383,6415
391,5922,3907,1381
392,17375,2673,10517
393,16229,3531,12465
394,29478,3507,6562
395,92892,10827,7125
396,103461,9346,10203
397,14787,7538,9864
398,7399,8396,6174
399,9653,1212,2244
400,1095,4190,1349
401,1596,160,301
402,175037,12244,23772
403,4709,2910,8346
404,14477,28792,21467
405,10931,7048,15700
406,33096,18968,23485
407,24347,2464,9410
408,26862,2283,6598
409,4039,4660,6122
410,7578,2777,7460
411,688,836,6570
412,2899,3481,15732
413,16299,11860,1630
414,35235,8264,8705
415,10055,2403,3696
416,21397,2112,6744
417,14319,12522,13178
418,2437,1785,2377
419,16913,14015,17191
420,5442,3506,3655
421,4763,2259,3604
422,14990,4833,5736
423,15874,4401,6761
424,1980,1696,4670
425,902,1464,2647
426,1972,4852,5025
427,24612,25814,27407
428,8549,4204,5209
429,1596,2843,4426
430,355,552,10181
431,839,1969,418
432,2487,2792,2271
433,1465,4607,4169
434,4670,5215,5099
435,0,38,2030
436,415,1001,1611
437,33900,13553,19405
438,10336,3898,2544
439,4197,3650,2535
440,2628,2861,3282
441,24103,46131,6268
442,10106,11278,24262
443,6281,21059,26199
444,10796,12211,8308
445,3970,10160,2843
446,16935,1746,8646
447,33727,4578,14841
448,39838,9678,17816
449,2899,3983,444
450,18286,14060,21692
451,6463,487,7335
452,1156,466,639
453,4158,956,715
454,21629,4307,4204
455,29187,5189,7241
456,31809,8490,9740
457,27154,5173,10482
458,2766,3338,2896
459,7676,1086,7435
460,2379,2237,1907
461,5380,4101,2854
462,3976,4580,2045
463,26733,9348,9410
464,1295,3363,2313
465,367,7735,13230
466,49631,8089,11660
467,9877,4514,1995
468,193,2770,1107
469,4140,9420,7720
470,788,304,1
471,2686,2714,2154
472,3328,2410,3777
473,67919,7269,11116
474,19015,5577,5644
475,13678,5928,2705
476,3057,11314,19955
477,2042,1815,2147
478,3461,815,1614
479,2662,1176,1635
480,3566,4079,3328
481,1220,1410,3018
482,792,1590,10183
483,9474,3378,4269
484,1932,659,1787
485,511,312,887
486,1325,298,662
487,2178,3220,3581
488,5364,3637,3178
489,2848,2569,3011
490,11372,5271,3348
491,1586,2486,3311
492,4046,3585,1961
493,6367,3881,3078
494,120540,23075,10122
495,8213,1393,6768
496,5711,3052,11571
497,29606,1547,10223
498,33742,16924,21886
499,83937,13152,25330
500,3933,3081,4699
501,4399,3287,4072
502,12556,5102,5923
503,934,4481,3402
504,30504,6476,5127
505,3975,4888,6467
506,7032,5133,2625
507,1962,1858,1554
508,99278,35086,23053
509,1295,1047,715
510,12376,1564,4096
511,4917,1954,4342
512,3317,6977,1178
513,157,524,1740
514,1967,2942,4413
515,7245,2498,3370
516,51903,18581,21676
517,54854,27675,40721
518,41430,6665,2861
519,33953,17404,13219
520,274940,4926,12478
521,8910,8392,6856
522,30805,2282,2666
523,32102,6380,7888
524,5292,1221,5835
525,1748,724,265
526,3130,1575,3013
527,67155,12924,13806
528,94263,18886,14402
529,10879,14556,9473
530,14936,1872,7181
531,108677,3974,23076
532,3495,9526,18574
533,34192,2273,14076
534,19082,49116,7666
535,10187,15321,4321
536,5276,3569,1922
537,22537,8485,12225
538,6332,326,1332
539,17202,2459,1397
540,2283,788,2038
541,28591,3218,12968
542,52206,5549,25499
543,37938,5640,19470
544,12194,5367,5200
545,13242,6447,5229
546,16041,8079,10196
547,13642,5833,9711
548,15812,5226,9886
549,33746,3456,5844
550,8503,2094,3319
551,2242,20965,3240
552,38776,10447,4210
553,11250,7489,14407
554,35245,717,5185
555,32865,987,4665
556,986,2999,5143
557,2308,7630,13578
558,2452,9172,10647
559,10783,3110,3822
560,15222,13610,10114
561,17416,8840,8546
562,24065,7687,12918
563,20739,5894,5607
564,28959,7559,9263
565,75066,11447,9769
566,68688,31532,4870
567,14466,7564,9204
568,542,1369,999
569,1045,1611,2035
570,1619,1062,2351
571,3054,2387,2007
572,13064,3268,3270
573,16195,8125,10344
574,3173,4710,2639
575,6374,813,1043
576,1790,1529,2812
577,1490,349,150
578,20400,9047,10702
579,3479,2444,2009
580,5649,42757,18108
581,10936,2066,4109
582,27500,4876,7898
583,3131,5516,6146
584,1612,956,2070
585,7620,3271,9591
586,16448,16781,21008
587,29080,22252,18598
588,28187,5013,12130
589,410,1008,2756
590,14347,11175,17596
591,4426,1300,6652
592,9771,6071,8614
593,1031,5011,3271
594,13258,1739,2429
595,429,353,2372
