,0,1,2
511,6076,1961,4561
512,3872,7854,1346
513,160,854,3246
514,2052,3000,6208
515,7813,3131,3511
516,50958,17683,25350
517,55217,26841,43971
518,37749,10721,3603
519,33741,17934,13832
520,261707,18199,13296
521,8890,9307,9546
522,30764,2377,2797
523,29040,9731,9320
524,5251,2011,6473
525,2335,1060,378
526,3725,3791,3432
527,62612,16772,17152
528,87013,23668,20108
529,10715,14859,10116
530,13952,4426,8137
531,103794,9188,24161
532,3295,10112,19113
533,33612,5056,12942
534,32394,28947,15651
535,10265,14457,5551
536,5471,4706,2032
537,18371,13316,12941
538,6765,1119,1783
539,23404,3082,2155
540,2348,1424,2873
541,28275,4168,13477
542,51604,7348,25397
543,37508,7774,19497
544,13501,7126,5474
545,14222,8895,5439
546,15544,10082,10376
547,13046,7035,10313
548,16340,6487,10407
549,34647,6317,6167
550,7631,4516,3398
551,3200,20263,3798
552,35406,16749,6961
553,10966,7451,15917
554,35073,1439,5408
555,35407,2269,4591
556,952,4312,5352
557,2242,9619,14120
558,2428,9306,10809
559,10748,3652,4290
560,14472,15543,10641
561,16909,9445,9770
562,21645,10896,13010
563,20214,7568,5637
564,27997,10036,9250
565,70173,17510,9507
566,66583,34565,4687
567,13657,9880,9241
568,947,1774,1769
569,940,2001,2892
570,1563,1656,3181
571,3451,3063,3068
572,15859,5464,3854
573,17243,10438,11162
574,3170,6444,3113
575,6933,1254,2014
576,2711,1954,3241
577,1617,916,325
578,22259,9718,10792
579,3579,3209,2287
580,5857,47202,19902
581,11120,3445,4170
582,27512,5565,8562
583,3269,5692,6265
584,1607,1497,2919
585,7482,4581,10526
586,16393,16667,22776
587,27393,20846,22497
588,28268,5483,12809
589,455,1581,2959
590,13616,12316,18299
591,5155,3751,7234
592,9732,6431,9063
593,1608,5847,3450
594,16891,2962,2743
595,405,482,3243
596,660,3479,2251
597,6889,6259,1547
598,3245,6835,1960
599,5471,6244,2787
600,12375,2770,10901
601,8178,6030,4526
602,3071,4282,2025
603,6586,9392,8304
604,46712,16306,4458
605,17093,12058,3755
606,8018,2254,2741
607,3688,2948,2884
608,50860,12613,5759
609,11027,5612,4407
610,8420,8187,7793
611,65832,9013,10097
612,3952,6898,7851
613,2018,2163,3715
614,11364,3022,8811
615,7613,6779,10492
616,1678,1155,6190
617,5010,2712,2999
618,20761,3733,9260
619,18463,5173,13826
620,3267,5028,3649
621,3647,3695,1468
622,100798,5332,9032
623,29101,11298,9585
624,4703,3717,6562
625,6105,8858,8709
626,1915,2179,2016
627,11508,5114,7211
628,11495,8245,8961
629,2402,3529,1459
630,6796,10920,3227
631,4787,5379,2112
632,24817,2481,9050
633,1554,1842,3526
634,27410,10318,5566
635,12873,8683,7542
636,2112,2633,4914
637,2639,1872,1688
638,781,844,2178
639,500,683,990
640,1231,947,798
641,1890,810,1014
642,4254,5783,4833
643,36706,23416,42011
644,11646,3980,4710
645,8940,5050,5143
646,1259,2557,1907
647,9841,6195,4810
648,7052,5149,7804
649,17129,7292,12806
650,40307,22867,24645
651,23285,3754,5700
652,6730,6016,14332
653,7562,5296,7938
654,25159,5496,2069
655,36625,11866,9998
656,402,1344,1514
657,1020,3682,4790
658,3283,4135,4409
659,4619,7008,6584
660,9162,6338,3362
661,4225,10846,4290
662,20067,15026,13964
663,35904,9042,8970
664,8396,4744,5547
665,18644,2728,5426
666,5927,2827,7923
667,41400,5204,6253
668,30626,5016,7034
669,2284,2311,998
670,7289,7037,3386
671,755,652,3829
672,5928,10172,15042
673,3343,3328,9904
674,2720,1944,11569
675,5022,2689,3576
676,3676,7750,3856
677,7086,5303,2901
678,8117,7463,5735
679,6795,13484,8010
680,5323,9112,8584
