,femur,tibia
2108,371,44
2109,0,19
2110,4,5
2111,26,0
2112,1,530
2113,450,0
2114,199,170
2115,1,2
2116,1,0
2117,21,10
2118,4,13
2119,161,0
2120,108,0
2121,9,1
2122,2,0
2123,0,2
2124,945,1057
2125,78,11
2126,0,0
2127,0,15
2128,0,1036
2129,42,70
2130,2,774
2131,0,7
2132,0,0
2133,3,0
2134,14,2
2135,17,7
2136,0,28
2137,6,10
2138,0,0
2139,39,2
2140,0,23
2141,1,0
2142,279,11
2143,926,1
2144,9,1453
2145,6,7
2146,21,1
2147,26,0
2148,25,4
2149,8,0
2150,343,272
2151,5,11
2152,16,43
2153,19,0
2154,3,14
2155,1,4
2156,8,0
2157,12,3
2158,4,46
2159,4,181
2160,34,4
2161,48,1
2162,1,1
2163,5,0
2164,1,10
2165,0,1
2166,1,15
2167,131,0
2168,155,2
2169,3,10
2170,3,1
2171,14,0
2172,2,34
2173,1088,8
2174,0,13
2175,7,1
2176,0,0
2177,13,234
2178,14,70
2179,19,0
2180,86,4435
2181,107,41
2182,13,1
2183,5,324
2184,0,235
2185,4,33
2186,1,647
2187,15,11
2188,1,0
2189,112,13
2190,34,106
2191,5,423
2192,3,0
2193,0,18
2194,0,5
2195,153,3
2196,138,3817
2197,21,1
2198,201,429
2199,1573,44
2200,1,26
2201,1,37
2202,0,1
2203,1,19
2204,0,2
2205,8,182
2206,91,7
2207,15,1323
2208,69,5
2209,296,346
2210,31,178
2211,5,0
2212,991,279
2213,3,3
2214,20,0
2215,36,1
2216,40,1
2217,1,2
2218,150,1
2219,95,20
2220,72,36
2221,0,3
2222,0,0
2223,3,0
2224,246,275
