,afemur,atibia,bfemur,btibia
15303,21727,19014,22497,18424
15304,21279,18965,21633,18577
15305,20839,18707,21253,18426
15306,20668,18686,20992,18288
15307,20699,18820,21365,18194
15308,21190,18788,22186,17766
15309,22420,18950,23612,18734
15310,23952,19588,25422,18932
15311,26526,19707,27935,18483
15312,28959,19236,29498,18167
15313,30321,18503,30779,17602
15314,31394,17693,31632,16576
15315,31650,16590,32698,15576
15316,30885,15212,25485,15002
15317,26680,13567,20901,12731
15318,3085,0,5865,0
15319,9642,1702,8757,1827
15320,11746,5198,11855,4161
15321,13655,6403,13392,6153
15322,15356,8671,15422,7315
15323,17281,12072,17152,9471
15324,18971,14468,18455,12332
15325,19555,18953,19160,15017
15326,18497,19946,17341,16756
15327,14849,21743,16751,18621
15328,14247,23183,16143,19159
15329,13550,22692,15936,20663
15330,13292,22136,15719,20116
15331,14046,21039,16352,18040
15332,15597,18798,19179,18695
15333,18901,15645,20925,17331
15334,20416,13179,22532,16334
15335,21584,11058,23766,13600
15336,22129,9886,24264,10928
15337,21653,8635,24095,9140
15338,19064,8006,20616,8402
15339,14949,7114,15894,7759
15340,9107,5145,10647,6763
15341,2223,341,0,0
15342,5885,137,4531,340
15343,8796,485,7228,613
15344,10454,2129,9493,2686
15345,12402,3349,10761,4338
15346,14261,4782,12271,5609
15347,15500,6031,13567,6627
15348,15867,6986,14654,8823
15349,15193,8433,15459,12342
15350,12169,11167,14053,14472
15351,10952,14276,13108,15770
15352,10275,16091,12608,17319
15353,10091,17267,12376,17988
15354,10460,18376,12536,18742
15355,12071,18803,13423,18687
15356,14170,18643,15318,17874
15357,15530,18148,17637,16803
15358,16586,17494,18858,14099
15359,16990,16505,19680,10970
15360,15826,13045,19316,9126
15361,13847,9794,15812,7721
15362,10874,7872,13346,6971
15363,8119,7280,10069,6036
15364,5429,0,4706,0
15365,7295,533,6602,0
15366,9662,2238,8455,1053
15367,12162,3821,10735,3038
15368,13431,5554,12529,5138
15369,15218,7377,13608,5981
15370,16281,8825,14744,6954
15371,18129,10137,15881,9205
15372,16970,13053,16060,11113
15373,16717,14663,16049,13058
15374,16293,15493,16043,14636
15375,15943,16566,15726,16174
15376,15988,16956,15611,17285
15377,16982,16733,16020,17379
15378,19824,16654,18551,17694
15379,21437,16965,20650,18257
15380,23121,16770,21916,17783
15381,23989,16426,22723,17723
15382,24075,15660,22641,17322
15383,22287,13923,22340,15993
15384,18297,12015,17874,12516
15385,15308,9284,15283,9991
15386,10587,8148,10366,8158
15387,16070,2916,13239,2323
15388,18254,5093,15950,4242
15389,20377,5751,17855,5295
15390,22385,7431,19775,7540
15391,23820,9676,21332,9946
15392,25775,11251,22611,10765
15393,27748,12706,23718,12509
15394,27160,14233,24472,13650
15395,23285,15489,24048,14763
15396,22543,16703,23217,15607
15397,22073,16905,22431,16750
15398,21750,17089,22025,17049
15399,22194,17024,21836,16875
15400,23193,16231,22469,16771
15401,24734,16390,23746,16640
15402,26950,16099,26269,16436
15403,29702,15529,28333,15893
15404,31737,15187,30771,15282
15405,32657,14521,32352,14394
15406,32208,14354,33738,13938
15407,28796,13771,34255,13483
15408,25759,14373,33701,13165
15409,22138,12579,29160,12499
15410,809,0,6528,0
15411,7067,194,8786,1984
15412,9805,2770,10932,4620
15413,11548,7500,12226,6224
15414,12525,8694,13185,7779
15415,14064,9538,13998,8318
15416,14483,10932,14808,12678
15417,14474,13333,14334,12686
15418,14440,13149,14125,14334
15419,14941,14498,14315,15879
15420,15556,15334,15019,17388
15421,16685,16730,15582,17264
15422,17263,17149,16384,18831
15423,18511,17361,16943,19053
15424,18981,17944,17813,19023
15425,22090,18135,22996,19756
15426,26099,18161,23975,20823
15427,26231,17853,24630,20421
15428,27094,17809,25800,20703
15429,27632,17880,26461,20452
15430,26957,17747,26413,19317
15431,26191,17189,25682,17009
15432,26265,15265,24615,14875
15433,3565,0,0,0
15434,6819,19,0,0
15435,8698,1022,7432,634
15436,10492,3190,9319,2313
15437,11858,4935,10450,3784
15438,13086,6620,11422,5678
15439,14046,7337,12672,6942
15440,14445,10139,13452,8690
15441,14705,11471,13443,10758
15442,14938,13026,14081,12354
15443,15091,14085,15195,13120
15444,15074,14143,15567,14999
15445,15174,15416,16048,15409
15446,16104,16541,16353,15541
15447,17673,16595,18656,15628
15448,19922,16552,20869,15420
15449,21653,16379,22542,15610
15450,22694,16541,24063,15442
15451,22582,15797,25003,15122
15452,20943,12756,24557,14268
15453,17313,9230,23019,10531
15454,13226,7743,18928,8511
15455,4332,5325,10124,6290
15456,45,0,691,0
15457,4221,0,786,0
15458,9932,679,10684,1055
15459,11224,2827,13489,3223
15460,13075,4011,15046,4068
15461,14564,5724,16445,5615
15462,16160,7277,17651,7172
15463,17215,9265,17814,8494
15464,17079,12617,16319,10025
15465,14047,14716,13416,13036
15466,12890,16754,12152,15710
15467,11588,18888,11385,17302
15468,11217,19829,11013,18861
15469,11077,20153,11385,19315
15470,11610,19905,12424,19992
15471,12864,20875,14839,20986
15472,16072,20221,16847,21441
15473,17323,20653,17954,21315
15474,18443,19272,18106,20909
15475,18878,16688,16868,19810
15476,16712,13263,14276,14948
15477,14368,10290,10610,11256
15478,9838,7944,7822,10086
15479,5065,0,0,0
15480,7256,97,4446,0
15481,8656,933,6448,328
15482,10482,3174,8779,1413
15483,12010,4685,10883,4147
15484,13273,6946,12817,5953
15485,14264,8794,14322,8243
15486,15042,11311,15224,10044
15487,15131,13064,16205,12846
15488,15960,14093,15732,14451
15489,16651,15846,16574,15314
15490,17010,17484,17127,16251
15491,17548,18034,17103,17455
15492,18362,18149,17053,17327
15493,21510,18143,17414,16977
15494,23094,18305,20311,17331
15495,23451,16859,21770,16984
15496,24332,17388,23033,16276
15497,24775,16987,24479,15405
15498,24441,15513,25175,14169
15499,22963,12404,25334,11519
15500,20584,9579,24208,9267
15501,15062,7543,21609,8137
15502,0,0,0,0
15503,7157,182,5418,614
15504,10106,1492,9622,2371
15505,11556,3737,11827,4069
15506,13146,6210,13241,5472
15507,0,0,14641,7436
15508,16793,5902,15681,9905
15509,17455,11982,16652,11720
15510,18382,12885,17136,12986
15511,18093,13565,16844,13916
15512,17280,13851,17299,14615
15513,18103,14149,17317,15383
15514,18251,13549,17143,15259
15515,18140,13661,17156,15094
15516,18733,14264,17466,15299
15517,19508,14436,18243,15594
15518,22139,13909,21477,15907
15519,24234,13479,23066,15134
15520,25919,13134,25029,14517
15521,27504,12157,26244,13293
15522,27711,11187,26519,12069
15523,27037,9102,25856,10026
15524,24635,8029,24388,8222
15525,0,0,0,0
15526,3842,0,4707,0
15527,8150,1350,9303,3333
15528,11302,4349,11302,5483
15529,13131,5419,13008,6301
15530,14570,6738,14366,7568
15531,16156,8837,16030,9450
15532,17609,10697,17550,11078
15533,20346,12000,18404,12075
15534,19157,13317,18890,13051
15535,18859,13220,18425,14392
15536,18264,14458,18531,14001
15537,17943,13663,18417,13869
15538,18071,14630,18876,13282
15539,18750,13753,19620,12700
15540,21218,13848,22060,12777
15541,23312,13911,24046,11887
15542,24599,12744,25648,11369
15543,25550,11792,26877,10605
15544,25864,10590,27096,9931
15545,24365,9603,23949,9182
15546,15825,8210,16450,7499
15547,12678,7065,12139,6755
15548,171,0,1953,0
15549,3559,0,6361,0
15550,7156,515,7965,1057
15551,9141,2519,10364,3097
15552,10862,3356,11827,4676
15553,11998,4811,13217,5271
15554,13259,6234,14483,6897
15555,14745,7401,18038,8840
15556,15575,8632,15608,11459
15557,16513,11683,14357,12096
15558,16281,12596,13650,13810
15559,16071,13521,13837,14814
15560,15752,13937,14024,15341
15561,15927,14697,14460,16095
15562,16754,15173,15263,17035
15563,17583,15254,17259,16622
15564,19452,15033,18348,15652
15565,21579,13901,16061,14586
15566,23732,12087,15187,10375
15567,22809,9016,13714,9073
15568,16148,8091,11194,7509
15569,12802,6969,7997,6389
15570,9389,5781,6005,5628
15571,17103,5752,15692,5517
15572,18998,7496,17243,7398
15573,21354,8661,19155,9192
15574,23450,9681,20887,9708
15575,25554,10373,22493,11296
15576,28746,11076,23657,11897
15577,28109,12088,24612,12241
15578,25384,12551,24321,12527
15579,24782,13888,23529,13350
15580,23725,14959,23610,13903
15581,23204,14706,23136,13867
15582,22802,13588,22578,13817
15583,22990,13517,22523,13644
15584,24143,13777,23164,13247
15585,26095,13460,24022,12856
15586,30113,12720,27982,12488
15587,31542,12461,30706,11877
15588,32405,12114,31942,11681
15589,30888,11712,33717,11456
15590,27930,11352,33810,11289
15591,25049,11294,32790,11138
15592,22736,11248,30135,10553
15593,19646,11336,25057,10350
15594,8359,824,0,0
15595,10775,2981,8151,2264
15596,12068,5002,10258,3802
15597,13119,6239,11797,5400
15598,14139,7913,12763,7062
15599,15216,10270,13793,8889
15600,16026,11060,14801,9971
15601,15398,12163,15418,11546
15602,15148,13356,14415,12483
15603,16567,13559,15058,12982
15604,17774,14283,16971,13284
15605,18227,14669,17937,13402
15606,18399,14588,18734,13675
15607,19037,14421,19040,13702
15608,20544,14608,19839,13401
15609,22486,14296,21613,13421
15610,24751,13277,23675,12918
15611,25696,12890,25491,12188
15612,25826,12441,26266,11478
15613,25238,11264,25933,10516
15614,17540,8588,21268,8878
15615,15908,8266,16332,7930
15616,12615,7238,13234,7118
15617,16079,6842,17480,6971
15618,18128,8780,19401,8097
15619,20492,10064,21095,10332
15620,23044,11292,23203,11357
15621,24922,11672,24713,13003
15622,27091,12472,27181,13857
15623,29378,13129,28508,14562
15624,28639,14036,25752,15557
15625,27160,14381,24589,16716
15626,25472,15394,23394,16885
15627,24666,15423,23031,16660
15628,24415,15585,22450,16325
15629,24524,15192,22711,16115
15630,25490,15333,23794,15795
15631,28563,16034,26530,16475
15632,30489,16318,28992,16167
15633,30624,16645,30898,15610
15634,34198,15235,32493,14965
15635,34553,15080,32682,14697
15636,35072,13551,33423,13961
15637,34590,13190,32350,13231
15638,32410,12410,28971,12715
15639,25024,11623,24291,12086
15640,2505,0,173,0
15641,8357,0,5353,169
15642,10594,2632,8683,2896
15643,12427,4114,10649,4609
15644,14353,5909,12456,6421
15645,16399,8346,14029,8797
15646,18362,9997,15696,9769
15647,21762,11171,17029,10718
15648,21571,12209,18170,11713
15649,18741,12938,19292,12287
15650,17723,13396,18071,13058
15651,17226,13829,17811,13404
15652,17132,13572,17595,13015
15653,17950,13720,17590,12448
15654,20770,13519,18469,13121
15655,22906,13314,20822,12893
15656,24978,13009,23253,12387
15657,26477,12541,25017,11783
15658,26429,12110,26866,10907
15659,23348,11146,28323,9946
15660,17637,9269,27729,9043
15661,14806,8295,23331,7935
15662,10325,6845,13682,6817
15663,56,0,0,648
15664,2606,13,2969,7
15665,4975,1061,5989,738
15666,7911,2223,7762,2614
15667,9802,3771,9559,4202
15668,10917,5385,10910,5130
15669,11834,6260,11747,6485
15670,12467,7965,12219,7953
15671,12929,9268,12578,10015
15672,13809,11919,13605,11812
15673,15640,13877,14947,13930
15674,16349,15140,15848,15058
15675,16517,16306,16136,16822
15676,16523,17213,16076,17912
15677,16662,17442,16253,18273
15678,17378,17556,16787,18601
15679,19506,17438,20553,18161
15680,21424,17331,21716,17809
15681,22329,17027,22323,17085
15682,23013,16565,22860,17058
15683,22752,15386,22269,15577
15684,21023,13664,20389,13338
15685,17177,11109,16642,10767
15686,1595,0,0,0
15687,5981,0,3996,0
15688,7506,1401,6204,941
15689,9357,3592,8163,2776
15690,10977,5077,9859,4173
15691,11926,6854,11013,5668
15692,12617,8674,11935,6994
15693,13688,10826,12725,8587
15694,14555,13400,12690,11801
15695,13655,14752,12318,13649
15696,14904,15818,12573,14927
15697,15304,15291,13718,16639
15698,15350,15939,14181,16558
15699,15388,16644,14553,16557
15700,16396,17239,15222,16357
15701,19120,16337,17763,16761
15702,20566,15866,19552,17140
15703,22001,15658,21113,16721
15704,23041,13509,22236,15667
15705,23028,10216,22883,13751
15706,21797,8424,22341,10748
15707,18958,7385,20486,8116
15708,12797,6302,17241,7112
15709,3399,0,0,0
15710,8014,0,3203,0
15711,10091,1968,8037,0
15712,12417,3578,10165,2012
15713,14371,5069,12663,5073
15714,16107,6146,14106,5331
15715,17512,7844,15846,6153
15716,21173,9937,17484,7047
15717,21683,12822,20734,9073
15718,18433,14813,18795,10881
15719,17479,14933,18216,11955
15720,17182,15031,18140,13341
15721,17454,14960,18001,13187
15722,18280,15408,18516,13386
15723,19930,15063,19539,13273
15724,22040,14713,21596,12878
15725,23258,14031,22977,13137
15726,23424,13631,23587,12749
15727,18773,12484,22260,12361
15728,16495,10959,17707,12006
15729,13747,8770,14835,10303
15730,10562,7328,12239,8171
15731,6231,6137,7887,6999
15732,1707,0,4484,0
15733,6913,0,7343,433
15734,8744,1266,8978,1496
15735,10317,3204,10599,4250
15736,11737,5112,11955,5504
15737,12784,6519,12944,6864
15738,13663,7855,13624,7482
15739,13477,9129,13860,9394
15740,13323,11476,14529,11464
15741,14084,12655,15894,12676
15742,16056,14113,16729,13882
15743,16949,15876,17528,15410
15744,17415,16994,18253,16461
15745,18177,17331,19453,16285
15746,21699,17546,22827,16644
15747,23574,17243,24254,16315
15748,25078,17175,25838,16016
15749,26424,17484,27111,15955
15750,27218,17399,27323,16327
15751,27235,16846,27021,15771
15752,26047,15401,24652,14684
15753,23709,12099,18336,10596
15754,17768,9310,15662,9086
15755,4851,0,4765,0
15756,7772,45,8679,0
15757,10590,1482,11103,1107
15758,12435,2792,12358,3178
15759,13713,4903,14177,4474
15760,14712,6674,16356,6646
15761,16279,8287,17932,8928
15762,16926,9092,19672,10954
15763,16773,9635,20897,11875
15764,18604,11056,19762,10517
15765,18506,12107,18577,13461
15766,18103,12810,18083,13717
15767,18772,12753,18111,13747
15768,19631,12206,18111,13911
15769,21393,12330,20041,13911
15770,23342,12309,21843,13684
15771,25929,11688,24238,13627
15772,27165,11517,25393,12227
15773,26791,10732,26986,10419
15774,23574,9476,24491,9277
15775,17976,8041,18080,7953
15776,14097,7195,15655,7057
15777,10716,6208,13119,6579
15778,6627,404,175,0
15779,10062,1454,8376,1784
15780,12194,4959,10336,4849
15781,13672,7600,12255,6544
15782,14813,8935,13322,8381
15783,15855,11956,14229,12033
15784,16686,14276,15031,13746
15785,17845,15834,15518,14877
15786,17339,17057,15110,15666
15787,17968,17589,15642,16099
15788,19018,18514,16813,16999
15789,19318,20221,18635,18367
15790,19554,21214,19373,19168
15791,19642,21604,19927,19929
15792,19766,22130,21162,19871
15793,21481,22329,24157,20054
15794,24240,21807,25525,20373
15795,25601,21642,26998,19964
15796,26710,20990,28257,18260
15797,27933,20135,29581,17878
15798,28820,18629,30316,16084
15799,28882,16024,30386,13660
15800,28099,12622,29689,11981
15801,1135,0,4383,0
15802,6524,0,7615,0
15803,8446,227,9948,1412
15804,10291,2787,11277,4195
15805,11297,4482,12740,4735
15806,12611,5026,14581,6124
15807,13782,6079,15771,7243
15808,14868,7784,16515,9014
15809,15907,8906,16140,10350
15810,16324,10240,16191,11228
15811,16552,12054,16025,13516
15812,16365,13055,16118,14179
15813,16561,13254,16694,13738
15814,16831,12767,18359,14204
15815,19272,13206,20518,14311
15816,21096,13768,21691,13821
15817,22092,13182,21531,13377
15818,22726,12603,19676,12602
15819,22732,11912,15532,10447
15820,16405,10700,12655,8665
15821,13213,8486,8714,7794
15822,9580,7830,3765,6609
15823,3705,5734,979,5040
15824,3486,782,10757,1131
15825,9161,1773,13007,4257
15826,11645,4220,14819,5838
15827,13575,7241,16747,8342
15828,15215,9372,18341,10239
15829,16520,10343,20100,11891
15830,17996,10950,20603,13140
15831,19376,12026,21622,14025
15832,20036,12918,21013,14937
15833,20176,13126,20611,15324
15834,19376,12771,19863,15646
15835,19904,13659,19908,15245
15836,21263,13570,19465,14557
15837,21417,13575,19994,13965
15838,21275,13272,20819,13735
15839,21685,13569,23007,13760
15840,22841,13364,25183,13531
15841,24769,12856,27105,13098
15842,27418,12607,28300,12581
15843,29114,11382,28728,11742
15844,30611,10294,27334,10510
15845,31588,9233,23668,9365
15846,31576,7807,18909,8196
15847,8301,0,8768,171
15848,10932,2614,10483,2730
15849,12326,4296,12043,4420
15850,14437,4356,13848,5866
15851,16980,5205,15755,7402
15852,19194,7627,17287,10629
15853,22745,9448,18132,10864
15854,22106,10494,17257,11471
15855,20271,11889,19202,12150
15856,19273,12854,19502,12969
15857,19250,13369,19595,12838
15858,19271,13129,19595,12558
15859,20071,12932,19885,12239
15860,21407,12085,21023,12352
15861,23481,12510,23913,11299
15862,25571,12180,26495,11035
15863,26501,11703,28449,10368
15864,24695,11282,29351,9926
15865,20725,10661,30074,9598
15866,17572,10282,28453,8746
15867,13874,8937,20299,7532
15868,9844,7571,13511,6447
15869,6421,5687,7993,5378
15870,13278,390,14138,667
15871,14749,2071,16175,3189
15872,16250,5002,18342,5841
15873,18021,7336,20701,6765
15874,19385,8314,24992,8946
15875,21310,9519,25251,9821
15876,22118,11349,25064,11497
15877,21965,12469,23045,12891
15878,21482,13826,22338,14148
15879,20747,15353,21373,15616
15880,20053,15986,20685,16547
15881,19852,16238,20661,15095
15882,20541,15372,21405,14484
15883,21704,15392,23881,14493
15884,25004,15040,27539,14786
15885,27581,14835,29371,14745
15886,29820,14442,30243,14372
15887,31129,14090,31285,14022
15888,31078,13690,24105,13864
15889,29879,13149,22109,13272
15890,21931,12627,18701,13011
15891,18596,12108,15117,12040
15892,14793,10345,10736,10473
15893,0,0,0,0
15894,494,0,1373,0
15895,5804,619,6367,0
15896,7991,2814,8095,456
15897,9689,3960,9871,3446
15898,10826,6033,11201,5243
15899,11736,7536,12244,6310
15900,12439,10579,13157,7632
15901,12588,12210,13854,10761
15902,13041,13664,13147,12333
15903,13372,14955,14605,13481
15904,14602,15975,15707,14956
15905,15770,16342,16374,14983
15906,16590,15780,16717,14763
15907,18533,17231,17804,16054
15908,20438,17577,19774,16503
15909,21201,16968,21039,16493
15910,22298,16081,22374,16137
15911,23354,14472,23218,15406
15912,24200,12693,23638,14307
15913,24031,9125,23091,11892
15914,22835,7973,21485,8928
15915,19606,6606,16566,7709
15916,2467,0,389,0
15917,6525,473,5736,721
15918,9393,1382,8049,1453
15919,11126,3537,9845,3747
15920,12411,5267,10985,5340
15921,13554,6603,12248,6755
15922,14408,6497,12798,8574
15923,15120,9018,12953,12407
15924,13998,12767,12177,15690
15925,14123,16269,12777,17095
15926,15088,17756,13804,18669
15927,15526,19161,14290,19660
15928,15621,18719,14902,20001
15929,15961,19430,15377,19842
15930,18183,19234,18585,19866
