,areas,phi,rho,seg,name
4,57,132.77231,0.17519842,1,9284795_03_012
5,16,162.41434,0.124742635,1,9284795_03_012
0,13,12.414579,0.10685507,3,9284795_03_012
1,1074,297.30835,0.0917091,3,9284795_03_012
2,32,341.22797,0.08975364,3,9284795_03_012
0,262,236.34355,0.029567186,1,9284795_03_013
1,11,121.64139,0.11224694,1,9284795_03_013
2,105,161.22873,0.088801265,1,9284795_03_013
3,1048,144.1638,0.13240144,1,9284795_03_013
4,251,169.82245,0.11960951,1,9284795_03_013
0,592,291.65134,0.13781309,3,9284795_03_013
1,11,279.57666,0.2643433,3,9284795_03_013
2,10,278.50507,0.24757354,3,9284795_03_013
0,299,214.49464,0.038125183,1,9284795_03_014
1,16,221.43121,0.057884254,1,9284795_03_014
2,626,141.65102,0.13463987,1,9284795_03_014
3,15,174.13231,0.088821046,1,9284795_03_014
4,14,144.01918,0.10582407,1,9284795_03_014
5,14,165.16644,0.10527974,1,9284795_03_014
6,187,164.26012,0.12180528,1,9284795_03_014
7,17,194.85236,0.11859098,1,9284795_03_014
0,1538,278.35614,0.13355996,3,9284795_03_014
1,59,198.3732,0.047959287,3,9284795_03_014
2,13,155.98721,0.041498594,3,9284795_03_014
0,16,230.05974,0.032040343,1,9284795_03_015
0,1809,290.733,0.057125174,3,9284795_03_015
1,96,84.499916,0.09136732,3,9284795_03_015
2,110,107.4112,0.08388155,3,9284795_03_015
0,512,220.80467,0.050969314,1,9284795_03_016
1,13,117.85617,0.12077352,1,9284795_03_016
2,18,127.81708,0.09805517,1,9284795_03_016
3,602,137.27995,0.12072984,1,9284795_03_016
4,10,176.89928,0.112111494,1,9284795_03_016
5,20,184.1837,0.113655984,1,9284795_03_016
6,95,149.00111,0.15651588,1,9284795_03_016
0,899,280.1905,0.13739647,3,9284795_03_016
1,22,253.82335,0.13028727,3,9284795_03_016
2,32,247.2134,0.114335775,3,9284795_03_016
3,30,230.28227,0.10933027,3,9284795_03_016
0,84,185.63495,0.14437261,1,9284795_03_017
1,24,156.2117,0.15098603,1,9284795_03_017
0,18,341.73187,0.15504226,3,9284795_03_017
1,467,310.6301,0.08781112,3,9284795_03_017
2,17,11.065999,0.06476471,3,9284795_03_017
3,101,270.29803,0.16000907,3,9284795_03_017
0,49,27.396341,0.1446211,1,9284795_03_018
1,1385,148.91524,0.12626193,1,9284795_03_018
0,1222,339.24475,0.11361547,3,9284795_03_018
1,13,46.192074,0.20390257,3,9284795_03_018
2,26,302.1418,0.17419642,3,9284795_03_018
3,11,20.499947,0.07338753,3,9284795_03_018
4,11,292.33154,0.12797919,3,9284795_03_018
5,373,264.60065,0.12933144,3,9284795_03_018
0,810,151.46986,0.11159611,1,9284795_03_019
0,58,343.17987,0.16371839,3,9284795_03_019
1,1242,324.84848,0.11179861,3,9284795_03_019
2,28,41.400593,0.1839172,3,9284795_03_019
3,155,266.1213,0.1378514,3,9284795_03_019
0,92,149.93674,0.112469286,1,9284795_03_021
1,14,214.92696,0.18826468,1,9284795_03_021
2,31,210.38307,0.1855459,1,9284795_03_021
3,20,192.77486,0.17072955,1,9284795_03_021
4,14,200.44308,0.18789983,1,9284795_03_021
0,66,308.5766,0.14063346,3,9284795_03_021
0,337,199.89487,0.16877499,1,9284795_03_022
0,12,136.32957,0.07778045,1,9284795_05_002
1,20,160.30878,0.11116155,1,9284795_05_002
2,319,181.62326,0.14555627,1,9284795_05_002
0,957,222.44397,0.051941015,1,9284795_05_003
1,17,146.20837,0.11059436,1,9284795_05_003
2,11,180.6656,0.09766485,1,9284795_05_003
3,18,154.68465,0.124234624,1,9284795_05_003
4,31,163.72856,0.1751953,1,9284795_05_003
0,160,211.17947,0.024059167,1,9284795_05_004
1,119,214.35626,0.06767867,1,9284795_05_004
2,21,133.985,0.10882627,1,9284795_05_004
3,94,190.54138,0.08986457,1,9284795_05_004
4,20,139.56163,0.12124329,1,9284795_05_004
5,10,200.42503,0.10145749,1,9284795_05_004
6,23,143.06665,0.13219506,1,9284795_05_004
7,10,211.16324,0.13352172,1,9284795_05_004
8,24,199.34256,0.14381547,1,9284795_05_004
9,12,155.04642,0.17303541,1,9284795_05_004
10,10,158.9033,0.1732635,1,9284795_05_004
0,13,313.57764,0.12698607,3,9284795_05_004
1,136,302.36035,0.114663,3,9284795_05_004
2,121,286.95358,0.15305546,3,9284795_05_004
0,34,98.02776,0.04556076,1,9284795_05_005
1,14,96.804375,0.03219452,1,9284795_05_005
2,21,228.04156,0.022282932,1,9284795_05_005
3,75,196.93463,0.05265618,1,9284795_05_005
4,202,221.51279,0.0700364,1,9284795_05_005
5,10,203.42303,0.09086446,1,9284795_05_005
6,48,195.31071,0.09178239,1,9284795_05_005
7,29,204.69345,0.14507857,1,9284795_05_005
0,12,311.65027,0.39774936,3,9284795_05_005
1,409,291.78876,0.05791919,3,9284795_05_005
2,520,280.716,0.13089573,3,9284795_05_005
0,10,215.07613,0.049349632,1,9284795_05_006
1,20,110.568405,0.09926627,1,9284795_05_006
2,56,213.00856,0.06546958,1,9284795_05_006
0,37,286.02368,0.18854205,3,9284795_05_006
1,19,291.22397,0.12004641,3,9284795_05_006
2,123,268.8751,0.13855973,3,9284795_05_006
0,120,238.14693,0.112671845,1,9284795_05_007
1,14,196.64902,0.1416824,1,9284795_05_007
0,93,4.497842,0.06683085,3,9284795_05_007
1,12,287.4648,0.20775981,3,9284795_05_007
0,12,245.10533,0.08169803,1,9284795_05_008
1,29,235.01349,0.11519261,1,9284795_05_008
2,125,124.1,0.12160883,1,9284795_05_008
3,16,145.25146,0.07468633,1,9284795_05_008
4,18,148.05806,0.08431809,1,9284795_05_008
0,491,12.588671,0.0741482,3,9284795_05_008
0,96,137.88301,0.092974536,1,9284795_05_009
1,15,120.979836,0.1409059,1,9284795_05_009
2,629,173.43481,0.13485822,1,9284795_05_009
0,177,326.60013,0.09405433,3,9284795_05_009
1,421,2.1881034,0.07130171,3,9284795_05_009
2,16,269.7902,0.13520525,3,9284795_05_009
0,17,112.62944,0.06726944,1,9284795_05_010
1,76,110.909004,0.10078145,1,9284795_05_010
2,2568,155.76193,0.11554865,1,9284795_05_010
3,53,222.26231,0.10182961,1,9284795_05_010
4,14,162.3425,0.07487867,1,9284795_05_010
5,10,163.66371,0.08455573,1,9284795_05_010
6,18,123.90122,0.15024379,1,9284795_05_010
7,15,147.0041,0.13612661,1,9284795_05_010
0,130,328.91467,0.099627815,3,9284795_05_010
1,75,297.9674,0.17291288,3,9284795_05_010
2,470,352.11142,0.053526707,3,9284795_05_010
0,3613,141.09613,0.1026904,1,9284795_05_011
1,31,226.17952,0.08851351,1,9284795_05_011
2,82,123.40064,0.156282,1,9284795_05_011
3,29,185.60345,0.14649256,1,9284795_05_011
0,105,310.6825,0.12503396,3,9284795_05_011
1,46,303.5341,0.15372731,3,9284795_05_011
2,38,316.32983,0.09692571,3,9284795_05_011
0,270,93.86454,0.06994692,1,9284795_05_012
1,30,95.35489,0.09692926,1,9284795_05_012
2,92,140.51837,0.06501289,1,9284795_05_012
3,477,159.6726,0.10645375,1,9284795_05_012
4,12,188.05731,0.095984735,1,9284795_05_012
5,108,137.74368,0.1431454,1,9284795_05_012
6,12,142.87274,0.13455968,1,9284795_05_012
0,77,236.07645,0.03160861,1,9284795_05_013
1,16,202.94441,0.018947268,1,9284795_05_013
2,68,137.87807,0.10859505,1,9284795_05_013
0,582,309.05795,0.15445663,3,9284795_05_013
0,177,266.7596,0.030288322,1,9284795_05_014
1,42,255.31467,0.05140499,1,9284795_05_014
2,13,158.01653,0.042481292,1,9284795_05_014
3,66,186.72592,0.0792927,1,9284795_05_014
4,46,201.15082,0.09172872,1,9284795_05_014
5,26,195.82086,0.122090444,1,9284795_05_014
0,32,313.84732,0.18182158,3,9284795_05_014
0,113,328.8491,0.15656139,3,9284795_05_016
0,372,121.487175,0.108472474,1,9284795_05_017
1,10,125.3923,0.092534356,1,9284795_05_017
2,11,137.3027,0.09496234,1,9284795_05_017
3,11,133.39053,0.111155845,1,9284795_05_017
0,2286,317.92258,0.120198674,3,9284795_05_017
1,14,300.21344,0.26491466,3,9284795_05_017
0,49,125.35938,0.11162691,1,9284795_05_018
1,12,123.903564,0.12561491,1,9284795_05_018
0,20,355.11105,0.1808372,3,9284795_05_018
1,1330,321.08588,0.13714883,3,9284795_05_018
2,26,319.4259,0.19381855,3,9284795_05_018
3,30,32.803986,0.18924554,3,9284795_05_018
4,20,10.731568,0.13648821,3,9284795_05_018
0,464,334.8887,0.1618921,3,9284795_05_019
0,46,337.72592,0.16421983,3,9284795_05_020
1,321,354.21564,0.12523817,3,9284795_05_020
2,13,332.4772,0.1567678,3,9284795_05_020
0,91,250.83803,0.15458065,1,9285212_03_000
1,1820,214.17537,0.14230686,1,9285212_03_000
2,23,197.7996,0.16052935,1,9285212_03_000
3,18,198.14716,0.17239146,1,9285212_03_000
0,1097,356.3766,0.045756195,3,9285212_03_000
1,18,60.065582,0.039074596,3,9285212_03_000
0,11,206.86514,0.102387294,1,9285212_03_001
1,1682,211.92447,0.14746644,1,9285212_03_001
2,26,194.0976,0.13505477,1,9285212_03_001
3,143,197.69473,0.16297106,1,9285212_03_001
0,10,6.0175257,0.0671275,3,9285212_03_001
1,1633,341.2298,0.03314962,3,9285212_03_001
2,70,281.31964,0.10569363,3,9285212_03_001
0,37,208.2493,0.10015253,1,9285212_03_002
1,1660,209.29942,0.14992076,1,9285212_03_002
2,11,213.98108,0.18072079,1,9285212_03_002
0,2554,341.0984,0.026953705,3,9285212_03_002
1,44,276.68027,0.12725079,3,9285212_03_002
2,12,264.61847,0.12547521,3,9285212_03_002
0,1306,207.20065,0.1472673,1,9285212_03_003
1,44,194.40707,0.16532211,1,9285212_03_003
0,19,48.88846,0.10738948,3,9285212_03_003
1,11,31.257519,0.085879885,3,9285212_03_003
2,14,17.237467,0.07376006,3,9285212_03_003
3,3172,345.76965,0.022890097,3,9285212_03_003
4,12,281.0446,0.15025727,3,9285212_03_003
5,15,272.00974,0.12987676,3,9285212_03_003
0,26,208.77338,0.115705445,1,9285212_03_004
1,432,207.5704,0.14983706,1,9285212_03_004
0,2761,341.4808,0.021042574,3,9285212_03_004
1,12,330.69647,0.08106814,3,9285212_03_004
2,20,70.91081,0.116105266,3,9285212_03_004
3,25,277.38715,0.15489249,3,9285212_03_004
4,11,271.4331,0.14053501,3,9285212_03_004
0,218,207.14069,0.15661088,1,9285212_03_005
0,29,11.525602,0.0584587,3,9285212_03_005
1,26,49.07156,0.080667004,3,9285212_03_005
2,31,70.12221,0.13044639,3,9285212_03_005
3,278,288.9842,0.06018226,3,9285212_03_005
4,187,64.08243,0.06597927,3,9285212_03_005
5,53,44.778835,0.032691743,3,9285212_03_005
6,11,14.962758,0.017643379,3,9285212_03_005
7,90,289.79785,0.025649862,3,9285212_03_005
8,21,274.0989,0.15360165,3,9285212_03_005
0,22,129.35484,0.119645484,1,9285212_03_006
1,26,206.3558,0.16246672,1,9285212_03_006
2,12,205.54001,0.17251423,1,9285212_03_006
0,123,72.29735,0.1418553,3,9285212_03_006
1,31,289.35413,0.17318179,3,9285212_03_006
2,58,280.90442,0.16507283,3,9285212_03_006
3,109,332.1569,0.01668862,3,9285212_03_006
4,10,50.726776,0.02662348,3,9285212_03_006
5,40,271.30548,0.13681602,3,9285212_03_006
0,26,288.7805,0.17299561,3,9285212_03_007
1,12,289.421,0.18611483,3,9285212_03_007
2,23,73.06894,0.14552893,3,9285212_03_007
0,11,223.41202,0.15221015,1,9285212_03_008
1,23,220.17517,0.14992826,1,9285212_03_008
0,84,288.4678,0.18338722,3,9285212_03_008
0,26,107.584305,0.097500846,1,9285212_03_010
0,13,289.31226,0.17868838,3,9285212_03_010
0,10,99.54686,0.093745925,1,9285212_03_011
0,10,337.64752,0.12217456,3,9285212_03_011
1,212,338.08197,0.10242126,3,9285212_03_011
2,91,362.4238,0.08386233,3,9285212_03_011
3,32,292.43387,0.13828802,3,9285212_03_011
4,43,255.41528,0.11753578,3,9285212_03_011
0,418,332.59927,0.10425939,3,9285212_03_012
1,65,347.39066,0.082717665,3,9285212_03_012
0,286,330.0823,0.10414489,3,9285212_03_013
1,29,356.5475,0.089800455,3,9285212_03_013
2,42,345.99188,0.08030691,3,9285212_03_013
0,23,129.0436,0.11575368,1,9285212_03_014
0,46,287.11093,0.11498873,3,9287055_00_002
1,22,283.4666,0.12367712,3,9287055_00_002
0,298,285.6106,0.11241863,3,9287055_00_003
0,128,284.51144,0.11308826,3,9287055_00_004
0,255,279.94086,0.14414182,3,9287055_00_007
1,40,271.72485,0.111856915,3,9287055_00_007
0,20,160.49886,0.10840893,1,9287055_00_022
0,35,69.64022,0.109203264,3,9287216_00_005
0,107,77.73092,0.13119133,3,9287216_00_007
1,11,87.54125,0.11506863,3,9287216_00_007
0,70,-4.2035646,0.0931846,3,9287216_00_010
0,206,0.6172609,0.09434976,3,9287216_00_011
0,41,343.3709,0.10685417,3,9287216_00_014
0,16,341.62088,0.101568945,3,9287216_00_015
0,22,308.0707,0.062127847,3,9287216_00_021
1,227,206.68144,0.050717343,3,9287216_00_021
0,274,313.85834,0.0712926,3,9287216_00_022
1,23,337.99112,0.07249054,3,9287216_00_022
2,742,221.73656,0.037086155,3,9287216_00_022
0,39,23.301441,0.06635001,3,9287241_00_002
0,22,235.71043,0.059083387,1,9287241_00_004
0,33,248.18251,0.081697576,1,9287241_00_005
1,39,195.12404,0.14835206,1,9287241_00_005
0,20,193.25397,0.15062109,1,9287241_00_006
0,30,153.03809,0.12769707,1,9287241_00_010
0,15,264.5755,0.06583192,1,9287241_03_005
0,24,214.28487,0.16700046,1,9287241_03_008
1,17,216.52588,0.17151985,1,9287241_03_008
0,46,38.5871,0.0360416,3,9287241_03_009
0,77,346.00027,0.12019479,1,9287241_03_010
1,31,227.6933,0.074300095,1,9287241_03_010
2,24,222.7068,0.086343415,1,9287241_03_010
0,12,130.55835,0.07797481,1,9287241_03_011
1,13,135.17767,0.08662782,1,9287241_03_011
0,41,300.78748,0.14714925,3,9287241_03_011
0,24,344.53354,0.1160891,1,9287241_03_012
0,26,355.72562,0.07556154,3,9287241_03_013
0,21,208.31395,0.12955551,1,9287241_03_014
0,24,18.405489,0.24581632,1,9287241_03_015
0,13,231.94026,0.12195442,1,9287241_05_000
0,101,237.8294,0.12175626,1,9287241_05_009
1,44,224.42828,0.10825923,1,9287241_05_009
2,68,216.33762,0.1601691,1,9287241_05_009
0,104,230.03278,0.08631207,1,9287241_05_010
0,91,301.8557,0.18175848,3,9287241_05_010
0,16,226.95523,0.086789876,1,9287241_05_011
0,65,301.86392,0.1474615,3,9287241_05_011
1,14,295.69742,0.18122827,3,9287241_05_011
2,21,309.71475,0.131082,3,9287241_05_011
0,69,299.8035,0.17993285,3,9287241_05_012
1,26,316.4709,0.118971914,3,9287241_05_012
2,26,302.20227,0.11210731,3,9287241_05_012
0,26,244.5633,0.10943056,3,9287241_05_013
0,26,274.64066,0.1376278,3,9287241_05_014
0,41,219.80931,0.14707223,1,9287241_05_016
0,217,210.40279,0.1654175,1,9287241_05_022
0,33,303.27618,0.05001611,3,9287241_06_001
0,48,297.07703,0.117294416,3,9287241_06_002
1,21,13.861823,0.04380998,3,9287241_06_002
0,17,163.46687,0.16042462,1,9287241_06_003
0,42,56.268227,0.05331682,3,9287241_06_003
0,171,241.59016,0.1129419,1,9287241_06_009
0,28,232.3298,0.08969605,1,9287241_06_010
0,22,114.317444,0.074717745,1,9287241_06_012
0,21,5.1168814,0.1014686,3,9287241_06_013
0,132,215.7055,0.14693756,1,9288025_05_000
0,13,165.11592,0.16933593,1,9288025_05_004
0,82,221.41394,0.11683838,1,9288025_05_009
0,134,312.74133,0.09592589,3,9288025_05_010
0,38,226.28438,0.09926133,3,9288025_05_011
1,13,221.22058,0.12836653,3,9288025_05_011
0,11,194.1652,0.13300861,1,9288025_05_012
0,13,144.89319,0.14491655,1,9288025_05_013
1,16,192.06087,0.14176786,1,9288025_05_013
0,12,143.1347,0.14428556,1,9288025_05_014
0,19,237.59639,0.050066836,1,9289020_05_003
0,86,318.16898,0.02692627,3,9289020_05_003
1,15,289.85205,0.06157494,3,9289020_05_003
0,52,233.41016,0.050336324,1,9289020_05_004
0,25,263.839,0.053463556,1,9289020_05_006
0,48,251.5881,0.06576508,1,9289020_05_007
0,25,247.65575,0.069827564,1,9289020_05_008
0,41,230.10094,0.09310164,1,9289020_05_009
1,55,233.94318,0.13578072,1,9289020_05_009
2,10,215.13258,0.15750217,1,9289020_05_009
0,45,223.27344,0.08983354,1,9289020_05_010
0,11,2.0662005,0.19267523,1,9289020_05_012
1,13,-3.5650725,0.11186596,1,9289020_05_012
2,15,352.73462,0.086545326,1,9289020_05_012
3,75,233.47603,0.0625048,1,9289020_05_012
4,17,116.176216,0.10898033,1,9289020_05_012
0,44,325.74655,0.121951275,3,9289020_05_012
0,35,-1.3924556,0.09867738,3,9289020_05_013
0,51,353.2048,0.086398736,3,9289020_05_014
1,15,5.107616,0.07671103,3,9289020_05_014
0,182,326.21152,0.12119355,3,9289020_05_015
0,30,16.529572,0.20775954,1,9289020_05_016
0,12,309.73868,0.12175731,3,9289020_05_017
1,76,293.2122,0.13035855,3,9289020_05_017
0,46,-1.0404058,0.086127006,3,9289020_05_018
0,75,4.9185624,0.08512452,3,9289020_05_019
0,15,126.02844,0.12544961,1,9289020_05_022
0,20,86.734825,0.13660304,3,9289020_05_022
1,11,99.90189,0.14278416,3,9289020_05_022
0,12,208.37773,0.10955085,1,9289020_06_000
0,32,258.72595,0.060247168,1,9289020_06_003
0,15,275.02698,0.06387535,1,9289020_06_007
0,15,237.28476,0.0911243,1,9289020_06_009
1,12,241.814,0.1340985,1,9289020_06_009
0,862,356.55173,0.10859177,3,9289020_06_011
1,21,334.38425,0.09112793,3,9289020_06_011
2,36,323.98407,0.09101411,3,9289020_06_011
0,12,353.68097,0.11323031,1,9289020_06_012
0,2096,350.17285,0.09162019,3,9289020_06_012
0,20,358.02646,0.17119369,1,9289020_06_013
1,22,-1.389498,0.14575142,1,9289020_06_013
2,10,355.30566,0.13382053,1,9289020_06_013
0,2212,349.668,0.08245019,3,9289020_06_013
1,12,305.83496,0.101562984,3,9289020_06_013
0,19,211.20529,0.12616809,1,9289020_06_014
0,2086,351.38452,0.079987556,3,9289020_06_014
1,17,39.01305,0.0895857,3,9289020_06_014
2,10,43.798897,0.07478429,3,9289020_06_014
0,2085,347.73737,0.086529635,3,9289020_06_015
0,2222,343.18948,0.08681321,3,9289020_06_016
0,1347,350.53745,0.08046357,3,9289020_06_017
0,1025,356.8126,0.07237171,3,9289020_06_018
1,98,289.5125,0.1305744,3,9289020_06_018
0,792,356.85236,0.065318145,3,9289020_06_019
0,332,356.6349,0.056504168,3,9289020_06_020
0,25,354.42877,0.067858875,3,9289020_06_021
1,33,344.99655,0.04844435,3,9289020_06_021
0,16,158.19199,0.10854476,1,9289020_06_022
1,19,170.1836,0.116787635,1,9289020_06_022
0,12,203.78287,0.18199526,1,9289212_00_000
0,102,185.12065,0.17859349,1,9289212_00_001
1,187,201.47363,0.19299044,1,9289212_00_001
0,265,299.26797,0.05449876,3,9289212_00_002
1,22,288.33762,0.11094879,3,9289212_00_002
2,15,27.085567,0.038872503,3,9289212_00_002
3,11,11.64018,0.017085053,3,9289212_00_002
4,17,291.65573,0.007990813,3,9289212_00_002
5,47,265.0214,0.031333156,3,9289212_00_002
0,73,295.2178,0.04821111,3,9289212_00_003
0,11,290.45822,0.048613444,3,9289212_00_004
0,330,152.61227,0.11811016,1,9289212_00_019
1,24,162.59842,0.093272015,1,9289212_00_019
2,125,142.51572,0.13977522,1,9289212_00_019
0,69,310.5285,0.117771015,3,9290752_01_000
1,26,300.70734,0.117678836,3,9290752_01_000
0,33,295.58322,0.1441816,3,9290752_01_002
1,16,240.76785,0.11308406,3,9290752_01_002
0,42,294.7161,0.1499206,3,9290752_01_003
0,170,221.28879,0.09084889,3,9290752_01_008
0,315,18.051504,0.05582247,3,9290752_01_013
0,316,21.330923,0.050145533,3,9290752_01_014
0,55,19.079845,0.044654638,3,9290752_01_015
0,44,217.83202,0.14251202,1,9290819_05_001
0,13,143.22502,0.14971097,1,9290819_05_012
0,71,141.90303,0.14534338,1,9290819_05_013
0,12,49.962345,0.11436452,3,9290819_05_013
0,25,144.74823,0.14854687,1,9290819_05_014
0,19,140.35056,0.1479146,1,9290819_05_015
0,36,137.98563,0.15567544,1,9290819_05_017
0,11,179.6003,0.1672036,1,9290819_05_022
0,925,193.29195,0.10350285,1,9291078_00_000
1,12,155.21176,0.12109748,1,9291078_00_000
2,10,165.76042,0.1527494,1,9291078_00_000
0,22,324.74203,0.087748006,3,9291078_00_000
1,22,335.41757,0.07066573,3,9291078_00_000
2,40,16.42815,0.062268555,3,9291078_00_000
3,122,36.04664,0.061924238,3,9291078_00_000
0,15,163.40572,0.11858579,1,9291078_00_001
1,360,166.44502,0.13745879,1,9291078_00_001
2,15,178.12477,0.14361688,1,9291078_00_001
3,23,159.93593,0.15923366,1,9291078_00_001
0,77,24.490993,0.06579239,3,9291078_00_001
1,51,38.19151,0.06310253,3,9291078_00_001
2,61,258.28207,0.026098333,3,9291078_00_001
3,19,242.37833,0.0064604813,3,9291078_00_001
4,10,186.45488,0.012173124,3,9291078_00_001
0,66,306.50726,0.029421316,1,9291078_00_002
1,28,145.87378,0.12800308,1,9291078_00_002
2,542,165.58528,0.13703798,1,9291078_00_002
3,39,193.23096,0.129173,1,9291078_00_002
4,20,184.48207,0.13599797,1,9291078_00_002
5,12,158.9266,0.16053912,1,9291078_00_002
0,95,30.591839,0.07011852,3,9291078_00_002
1,47,58.84104,0.10335611,3,9291078_00_002
2,147,39.309555,0.05747565,3,9291078_00_002
3,19,325.34488,0.06478452,3,9291078_00_002
4,222,249.36426,0.022106925,3,9291078_00_002
0,12,141.73064,0.13248852,1,9291078_00_003
1,18,184.77632,0.1344118,1,9291078_00_003
2,112,171.43379,0.14512704,1,9291078_00_003
0,89,30.76142,0.070498735,3,9291078_00_003
1,10,51.199024,0.08343711,3,9291078_00_003
2,38,47.224293,0.066742875,3,9291078_00_003
3,86,338.28848,0.048195947,3,9291078_00_003
4,43,27.14593,0.051847115,3,9291078_00_003
5,13,58.414856,0.057199944,3,9291078_00_003
0,24,320.6714,0.058778513,1,9291078_00_004
1,10,328.08252,0.04416839,1,9291078_00_004
2,52,205.11989,0.11876919,1,9291078_00_004
3,29,209.99084,0.13052139,1,9291078_00_004
4,92,196.5758,0.13610798,1,9291078_00_004
5,11,170.91496,0.14957784,1,9291078_00_004
0,10,57.4586,0.123023756,3,9291078_00_004
1,48,37.250614,0.07692468,3,9291078_00_004
2,256,63.908596,0.10268126,3,9291078_00_004
3,30,349.2823,0.061660673,3,9291078_00_004
4,11,14.12289,0.049101893,3,9291078_00_004
5,39,348.27542,0.045025945,3,9291078_00_004
6,20,331.7513,0.052456804,3,9291078_00_004
7,15,75.66141,0.11744163,3,9291078_00_004
0,18,207.99358,0.13153172,1,9291078_00_005
1,103,197.21608,0.13537017,1,9291078_00_005
2,112,187.85606,0.13952948,1,9291078_00_005
3,32,156.03104,0.15803789,1,9291078_00_005
0,68,360.6413,0.060871195,3,9291078_00_005
1,242,65.18982,0.09937404,3,9291078_00_005
2,89,340.65823,0.049111456,3,9291078_00_005
3,26,12.841559,0.04924162,3,9291078_00_005
4,17,80.08809,0.10901031,3,9291078_00_005
0,61,356.53937,0.06085595,3,9291078_00_006
1,38,58.52743,0.09257221,3,9291078_00_006
2,56,342.2805,0.04983894,3,9291078_00_006
3,11,330.98114,0.059420686,3,9291078_00_006
0,10,126.942535,0.13768356,1,9291078_00_007
0,47,349.26108,0.063461855,3,9291078_00_007
1,75,348.07773,0.044583272,3,9291078_00_007
0,17,225.27196,0.10740019,1,9291078_00_008
0,10,360.65,0.06238467,3,9291078_00_008
0,12,143.46063,0.15801618,1,9291078_00_009
0,11,347.60007,0.0877181,3,9291078_00_012
1,83,5.370374,0.072298914,3,9291078_00_012
0,235,357.44086,0.08538534,3,9291078_00_013
