,0,1,2
484,1945,2356,402
485,679,1461,679
486,2025,1241,518
487,2377,5534,1361
488,5467,6184,1413
489,3855,6995,1065
490,13564,10300,974
491,1732,6204,838
492,4351,5446,703
493,6019,6876,884
494,109890,41786,2923
495,8110,7637,1673
496,5467,12856,2293
497,28791,7790,7299
498,32702,30473,9938
499,75585,34635,12805
500,3766,9693,1165
501,4327,7124,894
502,12218,11787,1281
503,4768,8474,816
504,29113,15203,1162
505,4199,10031,1350
506,6141,7836,1516
507,2195,3661,294
508,92667,58525,6838
509,1256,2347,208
510,12318,4983,1546
511,6076,5402,1120
512,3872,8922,278
513,160,2956,1144
514,2052,7907,1301
515,7813,4925,1717
516,50958,37234,5788
517,55217,55054,15758
518,37749,13814,510
519,33741,29290,2476
520,261707,28512,2983
521,8890,15858,2995
522,30764,4707,467
523,29040,14072,4974
524,5251,7767,717
525,2335,1307,131
526,3725,6591,632
527,62612,29430,4494
528,87013,39212,4564
529,10715,19556,5419
530,13952,9903,2660
531,103794,25641,7673
532,3295,24246,4979
533,33612,16101,1897
534,32394,40276,4304
535,10265,17344,2664
536,5471,5385,1353
537,18371,21003,5238
538,6765,2748,154
539,23404,5053,184
540,2348,2968,1329
541,28275,13261,4384
542,51604,22395,10350
543,37508,19270,8001
544,13501,11004,1596
545,14222,13126,1208
546,15544,17122,3336
547,13046,14361,2986
548,16340,14190,2704
549,34647,12079,405
550,7631,6116,1798
551,3200,22978,1083
552,35406,21508,2172
553,10966,14960,8319
554,35073,5624,1223
555,35407,5778,1082
556,952,7814,1850
557,2242,19862,3877
558,2428,17507,2608
559,10748,7110,832
560,14472,24014,2170
561,16909,16837,2378
562,21645,20034,3872
563,20214,11592,1613
564,27997,14638,4648
565,70173,23849,3168
566,66583,38368,884
567,13657,16904,2217
568,947,3426,117
569,940,4449,444
570,1563,4819,18
571,3451,5938,193
572,15859,8219,1099
573,17243,18488,3112
574,3170,9144,413
575,6933,3027,241
576,2711,4649,546
577,1617,1059,182
578,22259,18181,2327
579,3579,4422,1074
580,5857,56223,9621
581,11120,6886,729
582,27512,12170,1957
583,3269,10041,1916
584,1607,3932,484
585,7482,12414,2693
586,16393,32030,7413
587,27393,34515,8828
588,28268,9806,8486
589,455,3829,711
590,13616,21350,9265
591,5155,10670,315
592,9732,14741,753
593,1608,8820,477
594,16891,4884,821
595,405,736,2989
596,660,5000,730
597,6889,7174,632
598,3245,7835,960
599,5471,8419,612
600,12375,12439,1232
601,8178,10014,542
602,3071,5733,574
603,6586,15198,2498
604,46712,20063,701
605,17093,14801,1012
606,8018,4298,697
607,3688,4890,942
608,50860,15759,2613
609,11027,7727,2292
610,8420,11727,4253
611,65832,16198,2912
612,3952,11666,3083
613,2018,5336,530
614,11364,9722,1983
615,7613,15193,2007
616,1678,7020,325
617,5010,5171,540
618,20761,10663,2283
619,18463,13296,5647
620,3267,8529,148
621,3647,4390,773
622,100798,13882,482
623,29101,18712,2171
624,4703,9659,620
625,6105,15752,1815
626,1915,4030,165
627,11508,10350,1975
628,11495,12931,4275
629,2402,4633,355
630,6796,13317,830
631,4787,6983,508
632,24817,8040,3491
633,1554,4523,845
634,27410,15414,470
635,12873,13171,3050
636,2112,5680,1867
637,2639,3289,271
638,781,1843,1179
639,500,1007,666
640,1231,1447,298
641,1890,1720,104
642,4254,8933,1683
643,36706,51405,14022
644,11646,6161,2529
645,8940,7703,2490
646,1259,4008,456
647,9841,10260,745
648,7052,11923,1030
649,17129,16703,3345
650,40307,40990,6522
651,23285,6577,2877
652,6730,11879,8369
653,7562,9468,3744
654,25159,6979,586
655,36625,17209,4655
656,402,2393,465
657,1020,6896,1576
658,3283,7449,1095
659,4619,12059,1533
660,9162,8880,820
661,4225,14146,990
662,20067,24559,4431
663,35904,16935,1077
664,8396,8794,1497
665,18644,5752,2402
666,5927,7869,2881
667,41400,9196,2259
668,30626,9572,2474
669,2284,2928,381
670,7289,8895,1528
671,755,3594,887
672,5928,19033,6181
673,3343,7897,5335
674,2720,7300,6213
675,5022,4480,1785
676,3676,10865,741
677,7086,7610,594
678,8117,10686,2512
679,6795,18266,3228
680,5323,14131,3565
681,2441,9664,4669
682,1582,3246,597
683,2121,4259,389
684,9363,32586,875
685,26174,19144,1968
686,8321,11006,1172
687,103587,43146,13860
688,19350,24505,9523
689,13982,7313,1367
690,10114,5066,1138
691,5209,17567,5595
692,1050,4195,435
693,3353,8777,4113
694,58396,21316,5101
695,57525,15029,4189
696,43064,35878,4405
697,12557,11997,2070
698,13654,7097,2264
699,20974,23896,11729
700,10924,27841,7311
701,3651,6897,199
702,7168,4249,1098
703,17800,8660,2828
704,8361,14663,2168
705,8595,6007,231
706,1434,6916,848
707,28616,6313,1135
708,59246,22421,2456
709,9154,4111,313
710,1619,8481,2791
711,9229,15853,7312
712,307,1216,16
713,12230,20967,333
714,120176,43856,10467
715,30351,11295,1921
716,20242,13411,1371
717,33270,11165,1644
718,9666,5922,1135
719,11135,6161,1260
720,15455,18897,3134
721,5785,2367,24
722,2570,3035,54
723,9491,10115,1136
724,4594,10318,2306
725,25337,19489,3155
726,1506,3136,178
727,65364,12228,533
728,7453,3916,170
729,15635,19845,3494
730,28897,16747,4457
731,5192,4362,1107
732,15793,10368,2948
733,7118,8951,2050
734,10240,11803,1462
735,88113,29390,2238
736,27313,35583,6529
737,13001,3619,443
738,3996,7586,2625
739,3976,2271,1409
740,4823,5156,250
741,2982,4556,300
742,7155,11431,340
743,4936,4332,110
744,7360,6007,142
745,25903,26755,2866
746,33220,10248,901
747,34968,27717,2231
748,64259,21471,1737
749,10835,4552,1468
750,2010,5917,3220
751,3306,8129,3874
752,3585,3990,1257
753,2544,7785,746
754,8983,15038,3346
755,39084,45813,8659
756,37440,18765,8865
757,46568,18559,3592
758,26519,27789,4021
759,2484,5953,1944
760,9556,10962,1438
761,70177,28728,3915
762,32585,7808,547
763,503,1459,87
764,2760,1544,1171
765,2424,9925,2790
766,11129,3834,1112
767,15529,5611,1903
768,16656,13981,3455
769,15410,27006,2933
770,4527,2798,851
771,3798,6402,730
772,7633,9932,1177
773,5721,20116,1455
774,8460,4752,1112
775,15178,8346,3801
776,31997,12792,4060
777,26680,15817,5212
778,25832,12665,5796
779,16315,15427,3328
780,4625,3033,3217
781,29403,24702,6274
782,11961,9202,1562
783,6058,10240,2508
784,7691,28937,9206
785,279,325,375
786,10567,13122,3699
787,3578,10478,5016
788,4461,8455,1512
789,8533,11508,2584
790,46927,31177,3089
791,15816,14525,336
792,1268,4227,752
793,2683,5928,451
794,2948,3565,622
795,2331,3045,862
796,13711,19872,10208
797,22905,15674,1273
798,2796,8241,1485
799,1829,1608,252
800,1048,6969,442
801,18892,6333,732
802,24444,12276,422
803,6855,6152,733
804,70950,11984,3384
805,51856,12730,4320
806,63072,20863,7320
807,10757,11955,127
808,62141,21575,3126
809,10727,12386,2667
810,20287,9077,430
811,14819,14293,3934
812,2908,6000,1052
813,25244,15980,2619
814,2797,9880,1186
815,3487,9201,351
816,923,2698,4
817,32614,8083,1810
818,5806,8140,2323
819,23687,10841,533
820,42321,21384,2381
821,11134,12114,1898
822,155554,34225,8932
823,6702,17004,2576
824,10614,5830,3792
825,2552,1141,1056
826,71914,14976,1848
827,182,3531,269
828,1039,6103,306
829,352,2559,254
830,273,1024,245
831,42908,14625,3735
832,23324,30984,11876
833,897,3589,328
834,862,4359,375
835,1976,5379,660
836,3997,5761,1883
837,8899,10137,933
838,2278,5343,960
839,1165,2081,326
840,3845,5900,1087
841,7974,24013,7947
842,1874,2664,39
843,649,5776,435
844,112299,18249,4290
845,12787,4703,771
846,3501,2451,128
847,13528,20032,1676
848,2714,2293,596
849,17261,5453,790
850,1194,2156,0
851,52551,10083,1814
852,16703,9293,506
853,309,1663,0
854,2788,7823,200
855,4070,8290,1058
856,5399,9436,2480
857,2487,5919,966
858,1042,19477,3307
859,8125,12912,2015
860,3923,10563,493
861,1005,4680,367
862,9010,10556,3409
863,43695,12560,1425
864,2788,5337,2069
865,10231,9810,372
866,33953,29043,2271
867,5107,11034,1395
868,4308,13192,2119
869,24008,37051,4638
870,19429,12569,2462
871,21495,7649,1446
872,20087,5561,1883
873,1738,4632,918
874,3221,2234,453
875,3076,4125,509
876,507,4263,322
877,3910,5611,711
878,6085,3091,1420
879,27403,5134,580
880,25939,10918,2676
881,22478,7260,2443
882,38908,11525,1827
883,407,3597,1339
884,1978,5564,521
885,3567,4075,874
886,2440,6775,1242
887,6679,7557,1192
888,8401,11956,4061
889,16934,11113,5597
890,1501,2594,504
891,6270,21261,5588
892,7945,33909,6928
893,10695,15946,3743
894,61667,24472,2819
895,4869,9043,1441
896,1173,10613,1239
897,794,798,126
898,1058,4794,327
899,1610,6445,836
900,11098,16533,5866
901,1209,5351,628
902,6408,11166,1399
903,5666,8433,639
904,3489,7175,538
905,7124,5391,582
906,4575,2541,152
907,6662,16612,1949
908,27693,36150,5716
909,1227,3366,811
910,917,2678,1357
911,1497,6691,999
912,14969,6001,2182
913,7602,8768,2562
914,7119,6419,2245
915,4307,15136,2200
916,4133,4600,1009
917,12410,29490,4733
918,12982,10587,238
919,37540,13594,442
920,43306,10608,85
921,117249,13143,145
922,7497,4785,489
923,10617,8922,622
924,18303,6775,514
925,8185,5829,3006
926,3772,8777,759
927,18488,24070,2988
928,1152,2155,2
929,12975,8147,2210
930,31495,15479,372
931,35223,19899,1816
932,16096,17622,5100
933,21860,13321,3148
934,15412,3787,1013
935,4969,9604,3214
936,9635,12182,3202
937,3127,11459,4410
938,65338,27318,7712
939,71598,48530,17078
940,4545,12080,2331
941,2405,6598,365
942,7265,17462,1573
943,5617,8082,732
944,15340,7484,698
945,18624,24780,2237
946,44428,23747,4429
947,23197,7196,2937
948,31488,11294,2813
949,38974,17250,8310
