,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
12,0,0,0,1,0,0,0,0,19,4,9,72,133,137,90,83,65,33,46,40,17,17,15,16,2,12,17,10,0,2,4,12,13,21,10,2,2,1,0,20,33,14,14,132,73,7,4,0,9,17,3,1,0,4,29,25,0,0,0,14,71,154,191,235,272,326,447,462,268,53,0
13,0,0,0,0,0,0,0,0,2,44,73,46,5,0,0,2,0,0,0,0,4,1,15,36,6,3,7,3,11,3,5,1,8,1,6,5,4,2,0,4,6,12,1,27,29,109,120,87,46,27,46,13,13,11,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,2,5,6,1,0,2,2,0,0,2,1,2,6,10,27,42,37,8,5,4,1,0,0,1,0,0,0,0,0,0,0,0,7,0,8,30,15,0,3,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,8,23,8,30,13,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,9,0,0,0,9,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,57,913,1460,1805,3743,4385,4054,3429,2958,2717,2485,2034,1608,1248,950,732,536,380,207,144,117,59,18,10,18,4,27,49,24,65,158,261,233,221,149,99,54,42,19,7,23,31,86,201,553,347,76,20,16,78,60,111,213,219,88,89,108,70,28,23,5,16,0,18,7,3,0,0,0,0
18,0,0,0,0,277,643,588,589,565,619,578,581,585,540,449,364,225,157,148,98,51,57,52,24,26,58,13,0,1,0,0,3,3,0,0,0,0,0,0,0,0,3,0,63,100,15,0,0,0,5,0,0,7,63,80,78,59,43,18,9,0,0,0,0,0,0,0,12,46,0,0
19,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,16,9,10,0,2,6,10,3,1,0,2,5,3,0,0,0,0,3,9,1,2,2,1,8,0,0,0,0,0,0,0,1,10,18,1,8,3,0,0,0,0,0,0,1,23,37,28,29,39,15,6,1,4,53,191,225,127,74,3,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,61,186,802,1918,2270,2688,2793,2315,1831,1312,1109,957,751,586,503,403,357,296,275,245,209,185,167,125,93,12,4,8,0,0,0,0,1,6,3,0,0,0,4,3,6,15,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,0,3,57,183,219,266,107
23,15,13,39,76,45,388,528,402,477,450,364,283,204,157,141,124,84,68,54,37,20,20,7,3,3,7,14,45,161,212,264,434,456,420,6,0,0,0,1,2,0,11,13,46,109,9,1,1,2,3,6,20,16,8,2,1,1,0,0,0,0,0,4,0,0,0,0,39,138,141,80
24,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,78,274,371,407,370,373,359,288,187,156,137,75,47,47,32,38,38,31,51,72,17,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,4,25,21,47,47,22,28,20,2,1,0,0,0,0,0,0,0,0,7,4,0,0,0,1,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
